rank,zone,n_tickets,w_tickets,lat,lon,sev_mean,junction_share,veh_mean,n_days,n_hours,approved_share,rejected_share,top_violation,top_vehicle,police_station,junction_name,address,peak_hour,peak_dow,persistence,c_volume,c_severity,c_junction,c_vehicle,c_persistence,CIS,tier
583,186_160,39,27.0,12.950971502564101,77.52180297179487,0.89615387,0.0,0.6497436,7,6,0.2564102564102564,0.41025641025641024,PARKING IN A MAIN ROAD,CAR,Byatarayanapura,No Junction,"15th Cross Road, BDA Layout, Block 3, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",0,Monday,0.128,0.10600574,0.8111888,0.0,0.6834156,0.10485573539760731,31.872635228398146,Medium
584,175_284,194,167.0,12.93650268142999,77.69287405714037,0.6177319,0.0,0.5583505,52,13,0.36597938144329895,0.18556701030927836,NO PARKING,CAR,HAL Old Airport,No Junction,"Embassy Tech Square Main Road, Rajiv Nagar, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",3,Tuesday,0.42466666666666664,0.4271896,0.30496716,0.0,0.5103946,0.41801548205489086,31.85991557465734,Medium
585,167_229,38,35.75,12.925859907894738,77.61742859210527,0.49473682,0.8157894736842105,0.5528948,22,14,0.10526315789473684,0.07894736842105263,NO PARKING,CAR,Madiwala,BTP138 - Sarjapur Road Check Post,"Madiwala Underpass, Madiwala Junction, Madivala, Bengaluru, Karnataka. Pin-560068 (India)",10,Tuesday,0.32133333333333336,0.1547515,0.08133974,0.8157894736842105,0.50006604,0.30893736805066857,31.85561977345359,Medium
586,361_274,211,191.5,13.186964682464454,77.68014445971565,0.5450237,0.0,0.63056874,60,17,0.3412322274881517,0.12322274881516587,NO PARKING,CAR,Chikkajala,No Junction,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",4,Wednesday,0.5233333333333334,0.45159212,0.17277038,0.0,0.6471147,0.5221674876847291,31.817806052603746,Medium
587,226_194,737,688.25,13.005523827272727,77.56891973989146,0.4786296,0.0,0.4095387,53,14,0.5793758480325645,0.08819538670284939,NO PARKING,MOTOR CYCLE,Malleshwaram,No Junction,"15th Cross Road, Malleshwara Extension, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",2,Tuesday,0.44533333333333336,0.68023473,0.05205387,0.0,0.22867125,0.4398311048557354,31.794585965385036,Medium
588,181_287,99,89.25,12.944376362626263,77.69769627070707,0.71060604,0.0,0.62595963,29,9,0.5353535353535354,0.13131313131313133,WRONG PARKING,CAR,HAL Old Airport,No Junction,"Outer Ring Road, Bellandur Amanikere, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",6,Wednesday,0.266,0.31580335,0.47382918,0.0,0.63838893,0.25052779732582686,31.788014006459488,Medium
589,178_286,56,52.25,12.940191225406892,77.69572893702127,0.80089283,0.0,0.5598214,27,12,0.3392857142857143,0.08928571428571429,PARKING IN A MAIN ROAD,CAR,HAL Old Airport,No Junction,"Outer Ring Road, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",3,Thursday,0.308,0.22123036,0.63798696,0.0,0.5131793,0.294862772695285,31.77315677873355,Medium
590,207_226,342,296.25,12.979960830701755,77.61356696461988,0.51111114,0.0,0.5943567,80,9,0.49707602339181284,0.1783625730994152,WRONG PARKING,CAR,Shivajinagar,No Junction,"Dickenson Road, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",10,Sunday,0.47000000000000003,0.52947485,0.11111122,0.0,0.5785598,0.46586910626319494,31.753688900771483,Medium
591,191_196,35,32.75,12.958146285714285,77.57199975428571,0.5157143,1.0,0.42228574,10,7,0.3142857142857143,0.08571428571428572,NO PARKING,SCOOTER,V.V.Puram (C.Pet),BTP105 - Shivasankara Circle,"Pampa Mahakavi Road, K Mariyappa Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",8,Wednesday,0.15666666666666668,0.13948648,0.11948058,1.0,0.25280336,0.13511611541168192,31.748235711957644,Medium
592,228_163,73,64.75,13.007832984931506,77.52649798767123,0.7479452,0.0,0.5980822,34,12,0.4246575342465753,0.1506849315068493,PARKING IN A MAIN ROAD,CAR,Rajajinagar,No Junction,"Laggere Main Road, Malleshwar Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",11,Tuesday,0.33599999999999997,0.25902864,0.54171854,0.0,0.5856127,0.3244194229415904,31.709287156633387,Medium
593,221_186,31,30.25,12.9982269,77.55780247419355,0.5274194,0.967741935483871,0.45967743,10,6,0.1935483870967742,0.03225806451612903,WRONG PARKING,CAR,Malleshwaram,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road","5th Cross Road, Mariappanapalya, Prakash Nagar, Bengaluru, Karnataka. Pin-560021 (India)",7,Sunday,0.14,0.12569073,0.14076258,0.967741935483871,0.3235915,0.1175228712174525,31.684222482500868,Medium
594,201_202,43,34.75,12.971994693023255,77.5804564372093,0.49651164,1.0,0.38976744,13,12,0.5348837209302325,0.2558139534883721,NO PARKING,SCOOTER,Upparpet,BTP038 - Mysore Bank Junction,"Hospital Road, Mysore Bank Circle, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",4,Saturday,0.252,0.1498062,0.08456668,1.0,0.1912413,0.23574947220267417,31.627291965204634,Medium
595,184_200,38,38.0,12.949004392105264,77.57704737894737,0.46052632,1.0,0.46842107,16,9,0.4473684210526316,0.0,NO PARKING,CAR,V.V.Puram (C.Pet),BTP193 - Vasavi Circle,"National High School Road, Sri Vasavi Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",3,Sunday,0.21400000000000002,0.16540352,0.019138832,1.0,0.34014454,0.1956368754398311,31.625408152830094,Medium
596,313_239,139,107.5,13.122141981654677,77.63079100395683,0.6918705,0.0,0.5276978,41,14,0.4748201438848921,0.302158273381295,NO PARKING,CAR,Chikkajala,No Junction,"Bagaluru Main Road, Niranthara Layout, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",13,Monday,0.3973333333333333,0.3488163,0.4397646,0.0,0.4523644,0.38916256157635465,31.617953988718874,Medium
597,312_239,102,75.75,13.121387141176472,77.63124822058823,0.7514706,0.0,0.5897059,16,10,0.5490196078431373,0.3431372549019608,PARKING IN A MAIN ROAD,MAXI-CAB,Yelahanka,No Junction,"Bellahali Main Road, Niranthara Layout, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",13,Wednesday,0.2306666666666667,0.28675842,0.5481284,0.0,0.5697551,0.21323011963406052,31.56960734713463,Medium
598,227_164,53,48.5,13.006604843396227,77.52700516981132,0.7518868,0.0,0.6892453,27,12,0.3584905660377358,0.11320754716981132,PARKING IN A MAIN ROAD,CAR,Rajajinagar,No Junction,"Dr Rajkumar Puniya Bhoomi Road, Freedom Fighters Colony, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",12,Wednesday,0.308,0.20814018,0.54888505,0.0,0.75819826,0.294862772695285,31.53764318100673,Medium
599,201_221,107,84.5,12.971406580373833,77.60637468411214,0.7135514,0.0,0.55906546,31,15,0.18691588785046728,0.2803738317757009,NO PARKING,CAR,Ashok Nagar,No Junction,"Field Marshal KM Cariappa Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",17,Sunday,0.374,0.30611148,0.4791844,0.0,0.51174814,0.3645320197044335,31.45631361514183,Medium
600,185_302,50,50.0,12.950234032000001,77.71767584,0.899,0.0,0.43580002,5,5,0.0,0.0,PARKING IN A MAIN ROAD,SCOOTER,Whitefield,No Junction,"Vibgyor High School Road, Vaswani Brentwood, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)",1,Thursday,0.10333333333333335,0.2134915,0.8163636,0.0,0.27838793,0.0788177339901478,31.453348300029788,Medium
601,179_286,64,57.25,12.941670843334915,77.69655124479071,0.7632812,0.0,0.59125,23,14,0.5625,0.140625,PARKING IN A MAIN ROAD,CAR,HAL Old Airport,No Junction,"Outer Ring Road, SLS Serenity Apartment, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",9,Wednesday,0.32533333333333336,0.23731793,0.56960225,0.0,0.5726783,0.31315974665728363,31.404564879640656,Medium
602,179_323,89,67.25,12.942190274157303,77.7472037494382,0.7455056,0.0,0.5597753,28,15,0.43820224719101125,0.3258426966292135,PARKING IN A MAIN ROAD,CAR,Whitefield,No Junction,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",11,Wednesday,0.362,0.2657181,0.5372829,0.0,0.5130919,0.3518648838845883,31.381773969380056,Medium
603,173_283,421,386.5,12.933302701900237,77.69135498812352,0.6009501,0.0,0.33503562,43,11,0.3824228028503563,0.10926365795724466,NO PARKING,SCOOTER,HAL Old Airport,No Junction,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",4,Tuesday,0.3553333333333334,0.57700324,0.2744548,0.0,0.08762566,0.3448275862068966,31.381014933616953,Medium
604,204_183,31,28.75,12.975521850049507,77.5539689684297,0.5145161,1.0,0.38483873,20,11,0.25806451612903225,0.0967741935483871,WRONG PARKING,SCOOTER,Magadi Road,BTP071 - Prasanna Junction,"G Narayana Kumar Road, Purva Blubelle, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",6,Thursday,0.26333333333333336,0.11687307,0.11730209,1.0,0.1819105,0.2477128782547502,31.319343351996924,Medium
605,105_249,440,400.25,12.841774449545454,77.64502461795455,0.4955682,0.0,0.47227272,79,13,0.24545454545454545,0.12045454545454545,NO PARKING,SCOOTER,Electronic City,No Junction,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",12,Sunday,0.5326666666666666,0.5832537,0.08285131,0.0,0.3474363,0.5320197044334976,31.2797211840969,Medium
606,218_181,44,43.25,12.994998800000001,77.551609675,0.5295455,1.0,0.3,11,4,0.0,0.022727272727272728,WRONG PARKING,SCOOTER,Rajajinagar,"BTP182 - 19th Main Junction, Rajajinagar","19th Main Road, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",5,Saturday,0.11066666666666666,0.18804248,0.14462821,1.0,0.021297935,0.08655876143560871,31.27575940812986,Medium
607,222_194,319,276.25,12.99966614890282,77.56933818275863,0.5327586,0.0,0.53978056,53,15,0.23197492163009403,0.1786833855799373,WRONG PARKING,PASSENGER AUTO,Malleshwaram,No Junction,"Siddavanahalli Krishna Sharma Road, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",7,Sunday,0.46199999999999997,0.51698893,0.15047023,0.0,0.47523886,0.45742434904996476,31.18299967507759,Medium
608,243_197,357,305.25,13.02809684397759,77.57312510336135,0.51960784,0.0,0.5070869,71,14,0.36134453781512604,0.19327731092436976,WRONG PARKING,CAR,Sadashivanagar,No Junction,"80 Feet Road, KGE Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",11,Wednesday,0.5173333333333333,0.5348218,0.12655978,0.0,0.41334477,0.5158339197748064,31.174544374459146,Medium
609,210_223,531,479.25,12.983465546516008,77.6091907606403,0.54924667,0.1167608286252354,0.30197743,29,9,0.5875706214689266,0.12994350282485875,WRONG PARKING,SCOOTER,Shivajinagar,No Junction,"Veera Pillai Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",9,Saturday,0.266,0.61547005,0.18044855,0.1167608286252354,0.02504148,0.25052779732582686,31.143575061698993,Medium
610,186_210,55,39.25,12.951458658181817,77.59060585272728,0.46272725,1.0,0.38909093,20,12,0.32727272727272727,0.38181818181818183,NO PARKING,SCOOTER,Wilson Garden,BTP121 - KH Circle,"Kengal Hanumanthaiah Circle, Kengal Hanumanthaiah Circle, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",7,Sunday,0.28,0.17105877,0.023140525,1.0,0.18996054,0.2653061224489796,31.118236741393197,Medium
611,169_223,34,29.5,12.928397544117647,77.60924700588235,0.86176467,0.0,0.6167647,24,7,0.6764705882352942,0.17647058823529413,PARKING IN A MAIN ROAD,CAR,Mico Layout,No Junction,"Thavarekere Main Road, Chikka Adugodi, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",11,Thursday,0.21266666666666667,0.12133612,0.748663,0.0,0.6209816,0.19422941590429274,31.11544891546974,Medium
612,154_168,48,47.25,12.907917220614015,77.53281429018558,0.94687504,0.0,0.28875002,23,4,0.16666666666666666,0.020833333333333332,PARKING IN A MAIN ROAD,MOPED,K.S. Layout,No Junction,"4th Main Road, Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India",5,Wednesday,0.15866666666666665,0.20355538,0.9034091,0.0,0.0,0.13722730471498942,31.081940014541864,Medium
613,171_284,39,33.0,12.93140698974359,77.69305943076924,0.8833333,0.0,0.57564104,6,6,0.6923076923076923,0.20512820512820512,PARKING IN A MAIN ROAD,CAR,HAL Old Airport,No Junction,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",10,Thursday,0.124,0.14080939,0.78787875,0.0,0.5431282,0.10063335679099225,31.06291260641071,Medium
614,212_322,36,36.0,12.985743808333332,77.74548714444444,0.98749995,0.0,0.3,6,5,0.0,0.0,PARKING IN A MAIN ROAD,MOTOR CYCLE,Whitefield,No Junction,"Whitefield Road, Salarpuria GR Tech Park, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",10,Saturday,0.10733333333333334,0.1559668,0.9772726,0.0,0.021297935,0.08304011259676283,30.934033980265387,Medium
615,219_196,401,381.5,12.995723586034911,77.57145898354115,0.5086035,0.0,0.4853367,57,13,0.4314214463840399,0.06483790523690773,WRONG PARKING,CAR,Malleshwaram,No Junction,"Sri Venkataranga Ayangar Road, Shivanandappa Layout, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",6,Friday,0.44466666666666665,0.57467526,0.10655191,0.0,0.3721684,0.4391273750879662,30.890388308980366,Medium
616,193_196,33,31.5,12.960596296969698,77.57152880606061,0.4651515,1.0,0.46545458,13,11,0.09090909090909091,0.06060606060606061,NO PARKING,SCOOTER,V.V.Puram (C.Pet),BTP212 - Minto Junction,"Alur Venkata Rao Road, TP Kailasam Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",9,Friday,0.23533333333333334,0.13272126,0.027548233,1.0,0.33452854,0.21815622800844475,30.860797634150344,Medium
617,294_216,550,466.0,13.097060442909092,77.5995457629091,0.5117273,0.0,0.4408,64,8,0.3527272727272727,0.20363636363636364,WRONG PARKING,SCOOTER,Yelahanka,No Junction,"Jakkur Main Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",2,Wednesday,0.3893333333333333,0.6104549,0.11223147,0.0,0.2878537,0.3807178043631245,30.85742341062181,Medium
618,218_196,446,415.25,12.99446188295964,77.57147495852018,0.48710763,0.0,0.50022423,67,11,0.4484304932735426,0.09192825112107623,NO PARKING,CAR,Malleshwaram,No Junction,"Sri Venkataranga Ayangar Road, Mill Corner Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",8,Thursday,0.4513333333333333,0.5898327,0.067468494,0.0,0.40035275,0.44616467276565797,30.796030438875416,Medium
619,195_302,240,202.35,12.963787647083333,77.71778644,0.54875,0.0,0.6612917,37,10,0.5458333333333333,0.20416666666666666,WRONG PARKING,MAXI-CAB,HAL Old Airport,No Junction,"ITPL Main Road, Pebble Creek, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",5,Wednesday,0.31466666666666665,0.4614212,0.17954548,0.0,0.7052779,0.3019000703729767,30.710157865919253,Medium
620,226_279,185,163.25,13.005760802702703,77.68595155135135,0.6056757,0.0,0.51097304,53,15,0.42162162162162165,0.15675675675675677,WRONG PARKING,CAR,K.R. Pura,No Junction,"MBT Road, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",10,Thursday,0.46199999999999997,0.42314306,0.28304675,0.0,0.42070186,0.45742434904996476,30.667438124221952,Medium
621,168_285,100,91.0,12.927096431852096,77.69485086215896,0.71199995,0.0,0.549,27,10,0.28,0.12,PARKING IN A MAIN ROAD,CAR,Bellandur,No Junction,"Doddakannelli Road, Mayfair Anthem, Bhoganahalli, Bengaluru, Karnataka. Pin-560103 (India)",4,Wednesday,0.27466666666666667,0.31924596,0.47636357,0.0,0.4926927,0.25967628430682616,30.60638724976363,Medium
622,223_196,319,273.1,13.001107812225705,77.57133181567397,0.510815,0.0,0.5246395,83,12,0.3322884012539185,0.18808777429467086,WRONG PARKING,CAR,Malleshwaram,No Junction,"Sri Venkataranga Ayangar Road, Acharya Sri Ramanuja Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",10,Sunday,0.532,0.5149407,0.11057283,0.0,0.44657454,0.5313159746657284,30.566148681174194,Medium
623,209_226,337,300.25,12.982273022551928,77.61263507002967,0.50771517,0.0,0.5261721,63,14,0.34124629080118696,0.14540059347181009,NO PARKING,CAR,Shivajinagar,No Junction,"Gangadhara Chetty Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",11,Sunday,0.4853333333333334,0.531871,0.10493673,0.0,0.449476,0.482054890921886,30.554212796004364,Medium
624,228_287,34,32.5,13.007734176470588,77.69720485882353,0.88235295,0.0,0.5582353,9,5,0.11764705882352941,0.058823529411764705,PARKING IN A MAIN ROAD,LGV,K.R. Pura,No Junction,"Devasandra Main Road, Nanjamma Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",0,Friday,0.11933333333333335,0.13815369,0.7860962,0.0,0.5101765,0.09570724841660802,30.546621936232505,Medium
625,227_279,316,259.75,13.006117770253166,77.68654765443038,0.55759495,0.0,0.45987344,56,15,0.41139240506329117,0.23734177215189872,WRONG PARKING,CAR,K.R. Pura,No Junction,"MBT Road, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",1,Thursday,0.474,0.50599027,0.19562724,0.0,0.32396257,0.47009148486980995,30.54088138426634,Medium
626,167_285,56,47.75,12.925934735714284,77.69482707678571,0.77678573,0.0,0.6323214,16,9,0.21428571428571427,0.19642857142857142,PARKING IN A MAIN ROAD,CAR,HAL Old Airport,No Junction,"Doddakannelli Road, Adithi Elite, Bhoganahalli, Bengaluru, Karnataka. Pin-560103 (India)",4,Wednesday,0.21400000000000002,0.20540337,0.59415585,0.0,0.65043277,0.1956368754398311,30.503710130941357,Medium
627,199_201,106,97.0,12.968540996049882,77.57882129481133,0.54858494,0.46226415094339623,0.38896227,33,12,0.5094339622641509,0.11320754716981132,WRONG PARKING,SCOOTER,City Market,No Junction,"Avenue Road, Shiva Nanda Market, Huriupete, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",12,Tuesday,0.332,0.3305712,0.1792454,0.46226415094339623,0.18971698,0.32019704433497537,30.395550314627517,Medium
628,191_290,470,398.75,12.95789177787234,77.70103575723404,0.51276594,0.0,0.3663617,75,16,0.3829787234042553,0.20212765957446807,NO PARKING,SCOOTER,HAL Old Airport,No Junction,"Marathahalli Underpass, Ashwath Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",8,Friday,0.5666666666666667,0.58258235,0.11411996,0.0,0.1469307,0.5679099225897256,30.39178723608321,Medium
629,179_287,52,48.25,12.942178367695838,77.69712643577533,0.76826924,0.0,0.60596156,20,12,0.7307692307692307,0.09615384615384616,PARKING IN A MAIN ROAD,CAR,HAL Old Airport,No Junction,"Outer Ring Road, SLS Serenity Apartment, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",5,Wednesday,0.28,0.20723256,0.57867134,0.0,0.60052955,0.2653061224489796,30.378280578523263,Medium
630,159_197,39,35.85,12.91523177948718,77.5735073974359,0.48076922,1.0,0.37820515,17,8,0.5897435897435898,0.07692307692307693,NO PARKING,SCOOTER,K.S. Layout,"BTP117 - 9th Cross, Kanakapura Road","Konanakunte Main Road, Prestige Brooklyn Heights, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)",2,Saturday,0.2013333333333333,0.15523863,0.0559441,1.0,0.16935213,0.18226600985221672,30.34813577189968,Medium
631,202_228,291,268.5,12.973257471134021,77.61577334707903,0.4582474,0.0,0.61305845,84,15,0.5326460481099656,0.10309278350515463,NO PARKING,PASSENGER AUTO,Halasur,No Junction,"Mahatma Gandhi Road, Mittal Towers, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",4,Thursday,0.5860000000000001,0.51190686,0.014995335,0.0,0.61396503,0.5883180858550318,30.314455317316302,Medium
632,171_279,191,170.75,12.931146375492217,77.6861088449955,0.58246076,0.0,0.5448168,51,14,0.49214659685863876,0.14136125654450263,NO PARKING,CAR,HAL Old Airport,No Junction,"Devarabisanahalli Road, Shilpitha Tech Park, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",8,Thursday,0.43733333333333335,0.43114686,0.2408378,0.0,0.48477322,0.4313863476425053,30.2726801835593,Medium
633,190_289,126,91.5,12.95701813015873,77.7007487468254,0.6444444,0.0,0.5784127,50,16,0.40476190476190477,0.36507936507936506,NO PARKING,BUS (BMTC/KSRTC),HAL Old Airport,No Junction,"HAL Airport Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",4,Monday,0.4666666666666667,0.32021758,0.35353532,0.0,0.5483754,0.46235045742434905,30.153257618491118,Medium
634,236_186,224,199.25,13.018757557936253,77.55786545025542,0.57522327,0.0,0.48325893,55,15,0.41964285714285715,0.14732142857142858,WRONG PARKING,CAR,Yeshwanthpura,No Junction,"CV Raman Road, Samvidhana Circle, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",4,Friday,0.47,0.4586675,0.22767872,0.0,0.36823487,0.4658691062631949,30.08637003511463,Medium
